attempt_count,campaign_id,configuration_fingerprint,database,error_rate,failure_count,maximum_ms,mean_ms,minimum_ms,p50_ms,p95_ms,p99_ms,round,successful_count,workload
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,neo4j,0.0,0,92.6593,6.5434019999999995,2.3975,2.8333500000000003,14.481825000000043,89.722619,3,200,aggregation
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,2.5983,1.4075805,1.2216,1.37955,1.6137250000000003,1.7998529999999981,1,200,point_lookup
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,2.6102,1.399674,1.2188,1.3729,1.582125,1.8001969999999967,2,200,point_lookup
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,1.9896,1.3953215,1.2028,1.37815,1.5854600000000003,1.7914079999999994,3,200,point_lookup
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,1.8134,1.433681,1.2824,1.4198499999999998,1.595605,1.7491049999999995,1,200,filtered_lookup
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,1.7742,1.4341374999999998,1.2611,1.4171,1.5952150000000003,1.745719,2,200,filtered_lookup
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,1.7924,1.4258760000000001,1.2819,1.4041,1.60285,1.7219579999999999,3,200,filtered_lookup
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,3.5221,1.6366885,1.415,1.5928,1.8917300000000004,2.119547,1,200,one_hop
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,3.0971,1.6071025,1.4153,1.5697999999999999,1.807595,2.111186999999993,2,200,one_hop
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,1.9757,1.6090655,1.4276,1.59365,1.834805,1.9004379999999994,3,200,one_hop
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,8.2702,1.8790215000000001,1.4567,1.70105,2.4714100000000014,6.565616999999994,1,200,two_hop
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,7.6525,1.8547675000000001,1.431,1.7025000000000001,2.6491000000000007,3.8716499999999687,2,200,two_hop
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,7.4257,1.8259960000000002,1.4609,1.6551,2.5679200000000004,4.259662999999974,3,200,two_hop
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,589.8654,15.653846000000001,1.5502,2.7718499999999997,56.11610500000008,192.75294499999674,1,200,three_hop
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,535.298,14.829254,1.5209,2.6515500000000003,41.26543000000015,203.7494499999972,2,200,three_hop
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,517.8942,15.120563500000001,1.6206,2.76595,46.271255000000004,190.93702399999702,3,200,three_hop
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,21.4067,3.063821,2.3513,2.6413,3.048105,15.123795999999988,1,200,aggregation
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,17.7179,3.0816155,2.3292,2.63115,3.166845,14.967180999999979,2,200,aggregation
200,final-20260820T022802Z,bf5c21d0bce4043d0c453d41497d7c375e685b28ee254714521e4a9c2879b162,arangodb,0.0,0,16.7673,3.0952255,2.3803,2.6355500000000003,3.2121600000000035,16.319385999999998,3,200,aggregation
